TransactionAmount,TransactionDate,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,TransactionAmount_bin,CustomerAge_bin,Target
54.25,2023-07-31 16:51:50,Debit,Virginia Beach,Online,68.0,Doctor,37.0,1.0,14783.33,2024-11-04 08:08:53,"(-1.019, -0.75]","(0.579, 1.981]",3
518.85,2023-10-23 18:37:47,Debit,Kansas City,Online,22.0,Student,82.0,1.0,1806.0,2024-11-04 08:06:37,"(0.256, 2.051]","(-1.4969999999999999, -0.711]",0
10.649999999999977,2023-04-24 16:24:49,Debit,Louisville,Online,54.0,Doctor,161.0,1.0,13240.72,2024-11-04 08:10:21,"(-1.019, -0.75]","(-0.711, 0.579]",2
198.62,nan,Credit,Tucson,Branch,27.0,Student,84.0,1.0,1196.0699999999997,2024-11-04 08:06:38,"(-0.75, -0.33]","(-1.4969999999999999, -0.711]",0
107.03,2023-03-06 18:27:13,Debit,Miami,Branch,27.0,Student,73.0,1.0,1408.0699999999997,2024-11-04 08:12:13,"(-0.75, -0.33]","(-1.4969999999999999, -0.711]",1
346.11,2023-01-04 17:00:17,Debit,Dallas,Branch,41.0,Engineer,213.0,1.0,9551.64,2024-11-04 08:08:03,"(-0.33, 0.256]","(-0.711, 0.579]",1
138.06,2023-07-25 17:21:53,Debit,Charlotte,Branch,44.0,Engineer,159.0,1.0,1070.4700000000003,2024-11-04 08:06:52,"(-0.75, -0.33]","(-0.711, 0.579]",3
158.02,2023-09-20 17:09:14,Debit,New York,ATM,49.0,Engineer,120.0,1.0,9374.24,2024-11-04 08:09:57,"(-0.75, -0.33]","(-0.711, 0.579]",3
830.01,2023-07-21 16:43:59,Credit,Chicago,Online,66.0,Retired,96.0,1.0,4253.18,2024-11-04 08:11:27,"(0.256, 2.051]","(0.579, 1.981]",3
435.5,2023-05-15 18:41:05,Debit,Oklahoma City,ATM,55.0,nan,112.0,1.0,6981.03,2024-11-04 08:09:40,"(0.256, 2.051]","(-0.711, 0.579]",2
110.49000000000004,2023-10-31 17:06:47,Debit,Raleigh,Online,57.0,Doctor,48.0,1.0,10483.93,2024-11-04 08:12:20,"(-0.75, -0.33]","(0.579, 1.981]",0
329.4,2023-12-25 16:30:09,Debit,Denver,Online,34.0,Doctor,68.0,1.0,9588.07,2024-11-04 08:07:55,"(-0.33, 0.256]","(-0.711, 0.579]",0
635.4000000000001,2023-09-19 16:55:00,Debit,Denver,ATM,47.0,Doctor,106.0,1.0,1238.1099999999997,2024-11-04 08:11:45,"(0.256, 2.051]","(-0.711, 0.579]",3
769.97,2023-02-16 18:56:44,Debit,San Diego,Branch,22.0,Student,23.0,1.0,1244.9300000000003,2024-11-04 08:09:51,"(0.256, 2.051]","(-1.4969999999999999, -0.711]",1
175.07,2023-09-04 17:46:20,Debit,Colorado Springs,Branch,26.0,Student,169.0,1.0,1040.25,2024-11-04 08:08:15,"(-0.75, -0.33]","(-1.4969999999999999, -0.711]",3
7.310000000000002,2023-06-26 16:04:11,Debit,Las Vegas,Branch,78.0,Retired,282.0,1.0,5757.67,2024-11-04 08:07:15,"(-1.019, -0.75]","(0.579, 1.981]",2
175.14999999999998,2023-11-09 17:02:41,Debit,Detroit,ATM,27.0,Student,32.0,1.0,5113.438123505975,2024-11-04 08:09:45,"(-0.75, -0.33]","(-1.4969999999999999, -0.711]",0
121.82,2023-09-08 18:24:14,Debit,Dallas,Online,60.0,Doctor,119.0,1.0,5113.438123505975,2024-11-04 08:11:30,"(-0.75, -0.33]","(0.579, 1.981]",3
56.119999999999976,2023-09-13 18:49:55,Debit,El Paso,ATM,30.0,Doctor,102.0,1.0,8839.67,2024-11-04 08:09:30,"(-1.019, -0.75]","(-1.4969999999999999, -0.711]",3
424.7,2023-01-30 17:37:14,Credit,Miami,Online,56.0,Retired,178.0,1.0,6239.89,2024-11-04 08:08:25,"(0.256, 2.051]","(0.579, 1.981]",1
35.15999999999997,2023-10-25 17:50:23,Debit,Chicago,Branch,32.0,Engineer,130.0,1.0,5113.438123505975,2024-11-04 08:10:34,"(-1.019, -0.75]","(-1.4969999999999999, -0.711]",0
35.73000000000002,2023-06-12 16:48:03,Debit,Miami,Branch,65.0,Doctor,87.0,1.0,9073.17,2024-11-04 08:11:09,"(-1.019, -0.75]","(0.579, 1.981]",2
3.4399999999999977,2023-01-19 17:24:30,Debit,Fort Worth,ATM,78.0,Retired,108.0,1.0,7561.33,2024-11-04 08:12:20,"(-1.019, -0.75]","(0.579, 1.981]",1
139.03,2023-08-30 18:00:09,Credit,Los Angeles,Online,50.0,Engineer,81.0,1.0,2276.57,2024-11-04 08:11:29,"(-0.75, -0.33]","(-0.711, 0.579]",3
254.92,2023-09-18 16:04:06,Credit,San Antonio,ATM,28.0,Engineer,169.0,1.0,2791.12,2024-11-04 08:07:18,"(-0.33, 0.256]","(-1.4969999999999999, -0.711]",3
115.11000000000001,2023-05-05 17:34:22,Debit,Albuquerque,Online,28.0,Engineer,139.0,1.0,9808.97,2024-11-04 08:10:18,"(-0.75, -0.33]","(-1.4969999999999999, -0.711]",2
171.11,2023-05-15 16:52:24,Debit,San Francisco,ATM,57.0,Retired,171.0,1.0,6324.09,2024-11-04 08:08:40,"(-0.75, -0.33]","(0.579, 1.981]",2
420.76,2023-02-23 16:04:35,Debit,Miami,Branch,51.0,Retired,119.42293906810036,1.0,6581.55,2024-11-04 08:08:38,"(0.256, 2.051]","(-0.711, 0.579]",1
408.46,2023-03-01 16:17:46,Debit,Raleigh,Branch,64.0,Retired,27.999999999999986,1.0,3140.79,2024-11-04 08:08:20,"(0.256, 2.051]","(0.579, 1.981]",1
342.17,2023-12-14 16:09:42,Credit,New York,Branch,21.0,Student,247.0,1.0,461.8299999999999,2024-11-04 08:08:32,"(-0.33, 0.256]","(-1.4969999999999999, -0.711]",0
580.71,2023-09-20 16:37:48,Debit,Philadelphia,ATM,53.0,Engineer,95.0,1.0,5670.0,2024-11-04 08:10:54,"(0.256, 2.051]","(-0.711, 0.579]",3
821.54,2023-08-22 18:11:16,Credit,Atlanta,Branch,79.0,Retired,36.0,1.0,4040.32,2024-11-04 08:11:57,"(0.256, 2.051]","(0.579, 1.981]",3
253.47,2023-06-14 17:07:08,Debit,Atlanta,Branch,20.0,Student,238.0,1.0,220.51000000000022,2024-11-04 08:08:12,"(-0.33, 0.256]","(-1.4969999999999999, -0.711]",2
22.810000000000002,2023-05-29 17:53:03,Debit,New York,Online,62.0,Retired,75.0,1.0,3634.76,2024-11-04 08:07:59,"(-1.019, -0.75]","(0.579, 1.981]",2
266.57,2023-07-03 17:56:59,Credit,Boston,Online,39.0,Engineer,96.0,1.0,7180.48,2024-11-04 08:07:10,"(-0.33, 0.256]","(-0.711, 0.579]",2
374.61,2023-08-29 18:30:36,Credit,Mesa,Online,75.0,Retired,37.0,1.0,1389.71,2024-11-04 08:11:24,"(0.256, 2.051]","(0.579, 1.981]",3
339.35,2023-02-03 16:08:47,Credit,Boston,ATM,78.0,Retired,70.0,1.0,5002.7,2024-11-04 08:08:17,"(-0.33, 0.256]","(0.579, 1.981]",1
810.36,2023-01-17 16:59:03,Debit,Columbus,ATM,20.0,Student,67.0,1.0,9239.12,2024-11-04 08:07:19,"(0.256, 2.051]","(-1.4969999999999999, -0.711]",1
9.829999999999984,2023-07-24 17:04:17,Debit,Memphis,ATM,24.0,Student,86.0,1.0,666.4200000000001,2024-11-04 08:09:03,"(-1.019, -0.75]","(-1.4969999999999999, -0.711]",3
135.57,2023-06-14 17:17:34,Credit,Boston,Branch,51.0,Doctor,116.0,1.0,11351.64,2024-11-04 08:11:44,"(-0.75, -0.33]","(-0.711, 0.579]",2
340.05,2023-10-27 17:26:53,Debit,Detroit,ATM,43.0,Engineer,37.0,1.0,7234.15,2024-11-04 08:07:43,"(-0.33, 0.256]","(-0.711, 0.579]",0
283.45,2023-10-17 17:24:47,Debit,Colorado Springs,Branch,27.0,Engineer,127.0,1.0,2049.51,2024-11-04 08:08:51,"(-0.33, 0.256]","(-1.4969999999999999, -0.711]",0
100.99000000000001,2023-05-29 16:20:29,Debit,New York,ATM,68.0,Doctor,114.0,1.0,8865.27,2024-11-04 08:09:12,"(-0.75, -0.33]","(0.579, 1.981]",2
90.88,2023-02-20 16:48:49,Debit,Albuquerque,Branch,18.0,Student,176.0,1.0,3908.47,2024-11-04 08:07:13,"(-0.75, -0.33]","(-1.4969999999999999, -0.711]",1
655.1499999999999,2023-01-02 16:22:54,Debit,Seattle,ATM,26.0,Engineer,264.0,1.0,5587.44,2024-11-04 08:07:15,"(0.256, 2.051]","(-1.4969999999999999, -0.711]",1
320.55,2023-05-01 17:11:47,Debit,Milwaukee,Online,50.0,Engineer,118.0,1.0,438.75,2024-11-04 08:08:14,"(-0.33, 0.256]","(-0.711, 0.579]",2
41.50999999999999,2023-10-04 16:47:33,Debit,Phoenix,Online,28.0,Student,48.0,1.0,609.6000000000004,2024-11-04 08:11:54,"(-1.019, -0.75]","(-1.4969999999999999, -0.711]",3
71.53000000000003,2023-10-30 16:49:25,Credit,Jacksonville,Branch,68.0,Retired,39.0,1.0,2393.73,2024-11-04 08:12:00,"(-1.019, -0.75]","(0.579, 1.981]",0
467.13,2023-09-28 17:18:26,Credit,Kansas City,Branch,54.0,Retired,45.0,1.0,3914.84,2024-11-04 08:06:58,"(0.256, 2.051]","(-0.711, 0.579]",3
235.4,2023-09-26 17:02:25,Debit,Detroit,Branch,28.0,Student,70.0,1.0,818.3599999999997,2024-11-04 08:10:13,"(-0.33, 0.256]","(-1.4969999999999999, -0.711]",3
159.32,2023-01-16 18:57:13,Debit,Seattle,Branch,18.0,Student,100.0,1.0,304.4399999999996,2024-11-04 08:10:32,"(-0.75, -0.33]","(-1.4969999999999999, -0.711]",1
50.829999999999984,2023-12-18 16:06:14,Credit,Philadelphia,Online,30.0,Doctor,48.0,1.0,9553.42,2024-11-04 08:10:06,"(-1.019, -0.75]","(-1.4969999999999999, -0.711]",0
56.889999999999986,2023-02-03 18:03:56,Credit,Houston,Branch,59.0,Engineer,56.0,1.0,3034.67,2024-11-04 08:09:52,"(-1.019, -0.75]","(0.579, 1.981]",1
20.220000000000027,2023-03-10 18:26:19,Debit,Jacksonville,ATM,43.0,Engineer,138.0,1.0,5515.32,2024-11-04 08:06:32,"(-1.019, -0.75]","(-0.711, 0.579]",1
50.400000000000006,2023-03-27 17:02:44,Debit,San Antonio,Branch,36.0,Doctor,84.0,1.0,1677.0100000000002,2024-11-04 08:07:17,"(-1.019, -0.75]","(-0.711, 0.579]",1
73.87999999999997,2023-05-08 17:42:36,Debit,Los Angeles,Branch,53.0,Retired,131.0,1.0,4055.55,2024-11-04 08:08:11,"(-1.019, -0.75]","(-0.711, 0.579]",2
119.61000000000001,2023-03-14 16:21:01,Debit,San Diego,ATM,33.0,Doctor,53.0,1.0,9899.94,2024-11-04 08:07:28,"(-0.75, -0.33]","(-0.711, 0.579]",1
116.57999999999998,2023-08-31 16:38:18,Debit,Raleigh,Branch,43.0,Engineer,247.0,1.0,2620.74,2024-11-04 08:06:50,"(-0.75, -0.33]","(-0.711, 0.579]",3
391.96,2023-06-19 16:21:58,Debit,nan,ATM,64.0,Retired,79.0,1.0,2174.16,2024-11-04 08:06:47,"(0.256, 2.051]","(0.579, 1.981]",2
156.26,2023-01-02 17:49:44,Credit,Virginia Beach,Branch,46.0,Engineer,160.0,1.0,7854.1,2024-11-04 08:09:29,"(-0.75, -0.33]","(-0.711, 0.579]",1
427.0,2023-07-31 17:04:29,Credit,Oklahoma City,Branch,49.0,Engineer,163.0,1.0,8253.65,2024-11-04 08:07:30,"(0.256, 2.051]","(-0.711, 0.579]",3
443.68,2023-04-25 18:58:32,Debit,Tucson,nan,18.0,Student,137.0,1.0,874.1499999999996,2024-11-04 08:10:26,"(0.256, 2.051]","(-1.4969999999999999, -0.711]",2
101.75999999999999,2023-02-20 17:27:24,nan,Philadelphia,nan,31.0,Doctor,26.0,1.0,6043.25,2024-11-04 08:11:08,"(-0.75, -0.33]","(-1.4969999999999999, -0.711]",1
67.57,2023-08-17 16:44:38,Debit,Charlotte,Branch,37.0,Engineer,107.0,1.0,2766.12,2024-11-04 08:11:15,"(-1.019, -0.75]","(-0.711, 0.579]",3
326.29,2023-12-06 17:10:35,Debit,Denver,Online,56.0,Engineer,179.0,1.0,8171.26,2024-11-04 08:10:44,"(-0.33, 0.256]","(0.579, 1.981]",0
158.56,2023-02-28 17:28:13,Debit,Sacramento,ATM,33.0,Doctor,100.0,1.0,5401.21,2024-11-04 08:10:48,"(-0.75, -0.33]","(-0.711, 0.579]",1
56.02000000000001,2023-06-19 17:50:29,Debit,Memphis,Online,27.0,Student,142.0,1.0,3548.02,2024-11-04 08:07:58,"(-1.019, -0.75]","(-1.4969999999999999, -0.711]",2
288.28,2023-01-17 17:11:24,nan,Portland,Online,27.0,Student,36.0,1.0,160.82999999999993,2024-11-04 08:06:33,"(-0.33, 0.256]","(-1.4969999999999999, -0.711]",1
245.67,2023-01-02 18:35:07,Credit,Portland,Branch,24.0,Student,107.0,1.0,752.25,2024-11-04 08:07:45,"(-0.33, 0.256]","(-1.4969999999999999, -0.711]",1
114.35,2023-11-27 16:16:19,Credit,El Paso,Branch,41.0,Engineer,21.0,1.0,469.1199999999999,2024-11-04 08:10:13,"(-0.75, -0.33]","(-0.711, 0.579]",0
373.27,2023-07-18 18:03:03,Credit,Miami,Online,61.0,Doctor,79.0,1.0,8441.61,nan,"(0.256, 2.051]","(0.579, 1.981]",3
504.63,2023-11-13 17:07:10,Debit,Portland,Online,60.0,Engineer,168.0,1.0,3806.16,2024-11-04 08:07:50,"(0.256, 2.051]","(0.579, 1.981]",0
820.15,2023-12-18 16:33:01,Debit,Kansas City,Branch,47.0,Doctor,181.0,1.0,8802.97,2024-11-04 08:10:34,"(0.256, 2.051]","(-0.711, 0.579]",0
8.370000000000005,2023-01-12 16:21:27,Debit,Colorado Springs,ATM,63.0,Retired,135.0,1.0,1106.3399999999997,2024-11-04 08:11:23,"(-1.019, -0.75]","(0.579, 1.981]",1
197.49,2023-07-03 16:36:45,Credit,Fresno,Online,53.0,Retired,30.0,1.0,5005.33,2024-11-04 08:06:40,"(-0.75, -0.33]","(-0.711, 0.579]",2
637.97,2023-10-23 17:17:18,Debit,New York,Branch,58.0,Retired,90.0,1.0,7949.03,2024-11-04 08:07:56,"(0.256, 2.051]","(0.579, 1.981]",0
13.519999999999982,2023-05-15 16:51:28,Debit,Seattle,ATM,26.0,Student,65.0,1.0,259.77000000000044,2024-11-04 08:06:30,"(-1.019, -0.75]","(-1.4969999999999999, -0.711]",2
432.1,2023-03-20 16:28:17,Debit,San Francisco,ATM,49.0,Engineer,240.0,1.0,2114.3,2024-11-04 08:10:16,"(0.256, 2.051]","(-0.711, 0.579]",1
642.68,2023-02-17 16:57:11,Debit,Fresno,Branch,50.0,Doctor,94.0,1.0,8461.46,2024-11-04 08:08:38,"(0.256, 2.051]","(-0.711, 0.579]",1
78.44,2023-11-21 17:25:30,Credit,San Jose,Online,52.0,Retired,292.0,1.0,6870.84,2024-11-04 08:10:39,"(-1.019, -0.75]","(-0.711, 0.579]",0
139.72,2023-01-16 17:53:00,Debit,Memphis,Branch,49.0,Engineer,201.0,1.0,5058.83,2024-11-04 08:08:24,"(-0.75, -0.33]","(-0.711, 0.579]",1
499.99,2023-08-02 16:01:17,Debit,San Jose,Branch,31.0,Engineer,296.0,1.0,8885.0,2024-11-04 08:09:05,"(0.256, 2.051]","(-1.4969999999999999, -0.711]",3
10.069999999999993,2023-01-17 16:47:41,Debit,Albuquerque,Online,24.0,Student,49.0,1.0,530.8099999999995,2024-11-04 08:08:57,"(-1.019, -0.75]","(-1.4969999999999999, -0.711]",1
120.62,2023-02-27 16:37:11,Debit,Raleigh,ATM,23.0,Student,85.0,1.0,9379.53,2024-11-04 08:06:39,"(-0.75, -0.33]","(-1.4969999999999999, -0.711]",1
578.49,2023-10-16 17:46:51,Debit,Nashville,Branch,59.0,Retired,180.0,1.0,6475.13,2024-11-04 08:06:50,"(0.256, 2.051]","(0.579, 1.981]",0
280.92,2024-01-01 18:21:50,Debit,Phoenix,Online,41.0,Doctor,168.0,1.0,5298.85,2024-11-04 08:06:41,"(-0.33, 0.256]","(-0.711, 0.579]",0
42.41999999999999,2023-06-01 17:19:57,Debit,Sacramento,Online,21.0,Student,102.0,1.0,490.5699999999997,2024-11-04 08:09:11,"(-1.019, -0.75]","(-1.4969999999999999, -0.711]",2
77.03,2023-06-19 16:57:53,Debit,Fresno,ATM,67.0,Doctor,259.0,1.0,11310.27,2024-11-04 08:08:06,"(-1.019, -0.75]","(0.579, 1.981]",2
22.589999999999975,2023-03-27 16:12:36,Debit,Seattle,ATM,62.0,Retired,45.0,1.0,3988.75,2024-11-04 08:08:22,"(-1.019, -0.75]","(0.579, 1.981]",1
568.76,2023-10-09 16:48:50,Debit,Baltimore,ATM,51.0,Retired,155.0,1.0,7484.32,2024-11-04 08:12:09,"(0.256, 2.051]","(-0.711, 0.579]",3
105.94,2023-08-07 16:02:55,Debit,Oklahoma City,Branch,51.0,Engineer,207.0,1.0,5963.1,2024-11-04 08:09:59,"(-0.75, -0.33]","(-0.711, 0.579]",3
350.15,2023-11-27 16:18:25,Credit,Fresno,ATM,21.0,Student,195.0,1.0,296.47000000000025,2024-11-04 08:08:37,"(-0.33, 0.256]","(-1.4969999999999999, -0.711]",0
183.67,2023-06-26 16:11:29,Debit,San Diego,Online,19.0,Student,238.0,1.0,910.2600000000002,2024-11-04 08:11:05,"(-0.75, -0.33]","(-1.4969999999999999, -0.711]",2
278.27,2023-04-10 16:47:55,Debit,Tucson,Branch,29.0,Doctor,123.0,1.0,6684.34,2024-11-04 08:09:58,"(-0.33, 0.256]","(-1.4969999999999999, -0.711]",2
470.30000000000007,2023-09-12 18:46:45,Debit,Austin,ATM,40.0,Doctor,88.0,1.0,8524.09,2024-11-04 08:08:00,"(0.256, 2.051]","(-0.711, 0.579]",3
261.69,2023-11-27 17:29:25,Debit,Philadelphia,ATM,53.0,Retired,84.0,1.0,5126.65,2024-11-04 08:09:09,"(-0.33, 0.256]","(-0.711, 0.579]",0
365.04,2023-03-06 16:29:57,Debit,Virginia Beach,Branch,22.0,Student,94.0,1.0,873.8900000000003,2024-11-04 08:12:08,"(-0.33, 0.256]","(-1.4969999999999999, -0.711]",1
211.1,2023-09-14 16:58:48,Debit,Miami,Branch,57.0,Retired,136.0,1.0,7059.77,2024-11-04 08:07:01,"(-0.33, 0.256]","(0.579, 1.981]",3
21.49000000000001,2023-05-04 16:51:17,Debit,Denver,ATM,58.0,Doctor,240.0,1.0,11991.24,2024-11-04 08:08:08,"(-1.019, -0.75]","(0.579, 1.981]",2
63.579999999999984,2023-09-11 17:43:14,Debit,Columbus,ATM,18.0,Student,199.0,1.0,8086.04,2024-11-04 08:11:56,"(-1.019, -0.75]","(-1.4969999999999999, -0.711]",3
321.86,2023-07-24 16:25:51,Debit,San Antonio,ATM,63.0,Doctor,167.0,1.0,12626.49,2024-11-04 08:06:35,"(-0.33, 0.256]","(0.579, 1.981]",3
12.110000000000014,2023-12-12 16:17:27,Debit,Jacksonville,nan,75.0,Retired,127.0,1.0,1730.2799999999997,2024-11-04 08:07:10,"(-1.019, -0.75]","(0.579, 1.981]",0
642.54,2023-05-10 18:49:20,Debit,Milwaukee,Branch,44.0,Engineer,27.999999999999986,1.0,3143.17,2024-11-04 08:10:37,"(0.256, 2.051]","(-0.711, 0.579]",2
210.45,2023-12-11 16:47:05,Debit,Las Vegas,ATM,27.0,Student,146.0,1.0,1242.4899999999998,2024-11-04 08:06:24,"(-0.33, 0.256]","(-1.4969999999999999, -0.711]",0
313.65,2023-01-30 16:08:07,Credit,Chicago,Branch,55.0,Retired,173.0,1.0,1886.3599999999997,2024-11-04 08:10:49,"(-0.33, 0.256]","(-0.711, 0.579]",1
99.75999999999999,2023-08-07 16:21:37,Debit,Sacramento,Branch,26.0,Student,131.0,1.0,416.8900000000003,2024-11-04 08:06:26,"(-0.75, -0.33]","(-1.4969999999999999, -0.711]",3
115.31999999999996,2023-07-25 17:24:07,Debit,Denver,Branch,53.0,Retired,113.0,1.0,5929.08,2024-11-04 08:08:36,"(-0.75, -0.33]","(-0.711, 0.579]",3
33.610000000000014,2023-08-21 17:25:00,Debit,Milwaukee,Online,23.0,Student,72.0,1.0,479.0799999999999,2024-11-04 08:08:40,"(-1.019, -0.75]","(-1.4969999999999999, -0.711]",3
498.59,2023-01-30 16:20:26,Credit,Oklahoma City,Online,33.0,Doctor,32.0,1.0,5862.99,2024-11-04 08:06:58,"(0.256, 2.051]","(-0.711, 0.579]",1
98.81,2023-09-04 16:48:13,Debit,San Francisco,Branch,27.0,Student,91.0,1.0,797.1000000000004,2024-11-04 08:08:11,"(-0.75, -0.33]","(-1.4969999999999999, -0.711]",3
1.8699999999999477,2023-10-20 18:34:41,Debit,Washington,ATM,65.0,Retired,147.0,1.0,7287.94,2024-11-04 08:09:48,"(-1.019, -0.75]","(0.579, 1.981]",0
78.92000000000002,2023-06-15 18:57:42,Credit,Jacksonville,Online,59.0,Engineer,95.0,1.0,5624.86,2024-11-04 08:08:28,"(-0.75, -0.33]","(0.579, 1.981]",2
194.29,2023-01-23 16:05:42,Credit,Seattle,Branch,39.0,Engineer,10.0,1.0,2988.41,2024-11-04 08:08:57,"(-0.75, -0.33]","(-0.711, 0.579]",1
28.730000000000018,nan,Debit,Kansas City,ATM,53.0,Engineer,185.0,1.0,2712.96,2024-11-04 08:08:37,"(-1.019, -0.75]","(-0.711, 0.579]",0
105.53,2023-06-16 16:36:20,Debit,Colorado Springs,Online,24.0,Student,88.0,1.0,1433.6599999999999,2024-11-04 08:10:14,"(-0.75, -0.33]","(-1.4969999999999999, -0.711]",2
737.34,2023-03-20 17:45:22,Debit,Miami,Online,30.0,Doctor,34.0,1.0,7336.56,2024-11-04 08:08:06,"(0.256, 2.051]","(-1.4969999999999999, -0.711]",1
237.86,2023-02-06 17:48:39,Debit,Philadelphia,ATM,18.0,Student,210.0,1.0,475.6300000000001,2024-11-04 08:10:20,"(-0.33, 0.256]","(-1.4969999999999999, -0.711]",1
409.61,2023-07-26 16:05:48,Debit,Kansas City,Branch,65.0,Doctor,89.0,1.0,11698.15,2024-11-04 08:10:16,"(0.256, 2.051]","(0.579, 1.981]",3
75.53,2023-08-21 17:36:05,Credit,Fresno,Online,21.0,Student,157.0,1.0,1034.3499999999995,2024-11-04 08:07:11,"(-1.019, -0.75]","(-1.4969999999999999, -0.711]",3
72.75,2023-05-01 16:30:03,Debit,Phoenix,ATM,64.0,Doctor,15.0,1.0,12042.79,2024-11-04 08:07:19,"(-1.019, -0.75]","(0.579, 1.981]",2
39.110000000000014,2023-09-01 18:05:37,Debit,Columbus,Online,26.0,Student,143.0,1.0,518.54,2024-11-04 08:08:27,"(-1.019, -0.75]","(-1.4969999999999999, -0.711]",3
729.38,2023-11-14 17:23:43,Debit,Los Angeles,ATM,68.0,Doctor,90.0,1.0,9127.65,2024-11-04 08:08:16,"(0.256, 2.051]","(0.579, 1.981]",0
137.49,2023-07-26 16:54:08,Debit,Fort Worth,ATM,34.0,Engineer,50.0,1.0,4471.05,2024-11-04 08:07:04,"(-0.75, -0.33]","(-0.711, 0.579]",3
504.71,2023-04-10 18:27:51,Debit,Detroit,Online,29.0,Engineer,61.00000000000001,1.0,6214.54,2024-11-04 08:08:37,"(0.256, 2.051]","(-1.4969999999999999, -0.711]",2
371.47,2023-05-30 16:15:10,Credit,Milwaukee,Branch,24.0,Student,58.0,1.0,1187.0400000000004,2024-11-04 08:07:09,"(-0.33, 0.256]","(-1.4969999999999999, -0.711]",2
430.35,2023-02-20 17:23:03,Debit,Charlotte,Online,36.0,Doctor,205.0,1.0,354.89999999999964,2024-11-04 08:10:51,"(0.256, 2.051]","(-0.711, 0.579]",1
230.32,2023-05-15 18:15:33,Debit,Las Vegas,Branch,35.0,Engineer,56.0,1.0,791.46,2024-11-04 08:08:34,"(-0.33, 0.256]","(-0.711, 0.579]",2
121.70999999999998,2023-09-05 17:02:23,Debit,Chicago,ATM,52.0,Retired,140.0,1.0,5878.89,2024-11-04 08:11:23,"(-0.75, -0.33]","(-0.711, 0.579]",3
98.87,2023-01-03 17:51:07,Debit,Detroit,Online,20.0,Student,179.0,1.0,533.1999999999998,2024-11-04 08:06:58,"(-0.75, -0.33]","(-1.4969999999999999, -0.711]",1
117.55000000000001,2023-05-19 16:35:07,Debit,Fresno,ATM,24.0,Student,35.0,1.0,897.9400000000005,2024-11-04 08:11:13,"(-0.75, -0.33]","(-1.4969999999999999, -0.711]",2
244.64,2023-02-21 18:41:39,Debit,Tucson,Branch,30.0,Doctor,103.0,1.0,9159.56,2024-11-04 08:06:53,"(-0.33, 0.256]","(-1.4969999999999999, -0.711]",1
321.93,2023-12-04 18:27:11,Debit,Nashville,ATM,45.0,Engineer,12.0,1.0,4392.73,2024-11-04 08:07:51,"(-0.33, 0.256]","(-0.711, 0.579]",0
283.23,nan,Debit,El Paso,Online,40.0,Engineer,98.0,1.0,2008.77,2024-11-04 08:07:38,"(-0.33, 0.256]","(-0.711, 0.579]",0
346.65,2024-01-01 16:17:13,Debit,Washington,Online,30.0,Engineer,60.0,1.0,6356.96,2024-11-04 08:06:58,"(-0.33, 0.256]","(-1.4969999999999999, -0.711]",0
381.62,2023-01-27 16:40:28,Debit,Las Vegas,Online,64.0,Retired,164.0,1.0,6009.12,nan,"(0.256, 2.051]","(0.579, 1.981]",1
388.65,2023-02-21 16:02:33,Debit,Oklahoma City,ATM,76.0,Retired,43.000000000000014,1.0,7896.85,2024-11-04 08:08:15,"(0.256, 2.051]","(0.579, 1.981]",1
29.220000000000027,2023-07-06 18:16:05,Debit,San Antonio,ATM,24.0,Student,151.0,1.0,1649.4300000000003,2024-11-04 08:09:03,"(-1.019, -0.75]","(-1.4969999999999999, -0.711]",2
46.75,2023-07-31 17:37:31,Debit,Colorado Springs,Branch,67.0,Retired,150.0,1.0,2840.43,2024-11-04 08:09:20,"(-1.019, -0.75]","(0.579, 1.981]",3
348.64,2023-06-09 17:12:09,Debit,San Jose,Online,57.0,Retired,128.0,1.0,3274.96,2024-11-04 08:11:22,"(-0.33, 0.256]","(0.579, 1.981]",2
319.17,2023-01-11 16:58:02,Debit,Tucson,Online,73.0,Retired,81.0,1.0,6501.56,2024-11-04 08:08:49,"(-0.33, 0.256]","(0.579, 1.981]",1
73.94999999999999,2023-11-03 16:39:45,Debit,Kansas City,ATM,26.0,Student,76.0,1.0,363.9200000000001,2024-11-04 08:07:22,"(-1.019, -0.75]","(-1.4969999999999999, -0.711]",0
389.63,2023-02-16 16:20:06,Debit,Mesa,Online,27.0,Engineer,99.0,1.0,9748.48,2024-11-04 08:08:55,"(0.256, 2.051]","(-1.4969999999999999, -0.711]",1
217.61,2023-03-16 17:36:31,Debit,Chicago,ATM,19.0,Student,45.0,1.0,1404.5299999999997,2024-11-04 08:10:08,"(-0.33, 0.256]","(-1.4969999999999999, -0.711]",1
199.84000000000003,2023-01-16 16:01:34,Debit,Dallas,ATM,21.0,Student,150.0,1.0,706.4400000000005,2024-11-04 08:09:14,"(-0.75, -0.33]","(-1.4969999999999999, -0.711]",1
56.349999999999994,2023-02-09 16:09:00,Debit,Charlotte,ATM,44.0,Doctor,75.0,1.0,5095.73,2024-11-04 08:07:36,"(-1.019, -0.75]","(-0.711, 0.579]",1
248.95,2023-06-16 16:19:35,Credit,San Francisco,Branch,65.0,Retired,29.000000000000014,1.0,3059.79,2024-11-04 08:09:32,"(-0.33, 0.256]","(0.579, 1.981]",2
